Համակարգչային եզրույթների բառարան (Microsoft)
==========

English|Հայերեն
warm boot|տաք սկզբնաբեռնում
warm start|տաք մեկնարկ
warning|զգուշացում
watch|հետևել
Watercolor|Ջրաներկ
waterfall chart|կասկադային գծապատկեր
watermark|ջրանշան
WAU|WAU
Weather|Եղանակ
Weather Bar|Եղանակի գոտի
Web|Վեբ
Web|Ոստայն
web address|կայքի հասցե
web app|վեբ գործադիր
web application|վեբ գործադիր
Web archive|Վեբ պահոց
Web beacon|Վեբ փարոս
Web browser|վեբ զննիչ
Web browsing|Վեբ զննում
Web Clipper|Web Clipper
web connection|վեբ կապակցում
Web discussion|Վեբ քննարկում
Web Distributed Authoring and Versioning|WebDAV
web feed|վեբ սնուցիչ
Web Folders|վեբ պանակներ
Web hosting|Վեբ խնամք
web layout view|կայքի դասավորության տեսք
web log|վեբ մատյան
Web Note|Վեբ նշում
web package|վեբի փաթեթ
web page|կայքէջ / Վեբ կայքի էջ
Web Page Preview|Վեբ կայքի նախատեսք
Web Part|վեբ կայքի մաս
web part|վեբ մաս
Web Part zone|Վեբի մասի գոտի
web presence provider|վեբ ներկայության տրամադրող
Web query|վեբ հարցում
Web restrictions|վեբ սահմանափակում
Web server|վեբ սպասարկիչ
Web service|վեբ ծառայություն
webcam|վեբխցիկ
WebDAV|WebDAV
weblog|վեբ մատյան
week number|շաբաթվա համարը
weight|կշիռ
Welcome Center|Մուտքակենտրոն
WEP|WEP
wet ink|թարմ թանաք
what-if analysis|ինչ-եթե վերլուծություն
what's new|ինչ նորություն կա
whiteboard|գրատախտակ
WID|WID
widget|վիջեթ
widow|այրի
WiFi|WiFi
Wi-Fi hotspot|Wi-Fi մատչելիության տարածք
Wi-Fi Protected Access|պաշտպանված Wi-Fi մատչում
Wi-Fi Protected Access 2|Պաշտպանված Wi-Fi մատչում 2
wildcard|դերանշան
wildcard character|դերանշան
window|պատուհան
Window Gallery|Պատուհանների սրահ
window glass|պատուհանի ապակի
Windows 10|Windows 10
Windows 10 Anniversary Update|Արդիացում Windows 10-ի տարեդարձի առթիվ
Windows 10 Business|Windows 10 Business
Windows 10 Creators Update|Windows 10 Creators»-ի արդիացում
Windows 10 Education|Windows 10 Education
Windows 10 Enterprise|Windows 10 Enterprise
Windows 10 Enterprise 2015 LTSB|Windows 10 Enterprise 2015 LTSB
Windows 10 Enterprise 2015 LTSB Evaluation|Windows 10 Enterprise 2015 LTSB Evaluation
Windows 10 Enterprise 2016 LTSB|Windows 10 Enterprise 2016 LTSB
Windows 10 Enterprise Evaluation|Windows 10 Enterprise Evaluation
Windows 10 Enterprise Insider Preview|Windows 10 Enterprise Insider Preview
Windows 10 Holographic|Windows 10 Holographic
Windows 10 Home|Windows 10 Home
Windows 10 Home Insider Preview|Windows 10 Home Insider Preview
Windows 10 Home Single Language|Windows 10 Home Single Language
Windows 10 IoT Core|Windows 10 IoT Core
Windows 10 Mobile Insider Preview|Windows 10 Mobile Insider Preview
Windows 10 Pro|Windows 10 Pro
Windows 10 Pro Insider Preview|Windows 10 Pro Insider Preview
Windows 7 hardware logo|Windows 7 սարքաշարի պատկերանշան
Windows 7 logo|Windows 7 պատկերանշան
Windows 7 Logo Program|Windows 7 Համատեղելիության ծրագիր
Windows 7 software logo|Windows 7 ծրագրաշարի պատկերանշան
Windows 8|Windows 8
Windows 8 Consumer Preview|Windows 8 Consumer Preview
Windows 8 Enterprise|Windows 8 Enterprise
Windows 8 Media Center Pack|Windows 8 Media Center Փաթեթ / Windows 8 Media Center Pack
Windows 8 Pro|Windows 8 Pro
Windows 8 Pro Pack|Windows 8 Pro Pack
Windows 8 Pro with Media Center|Windows 8 Pro՝ Media Center-ով
Windows 8 Release Preview|Windows 8 Release Preview
Windows 8 Single Language|Windows 8 Single Language
Windows 8 Upgrade Assistant|Windows 8 նորացման օգնական
Windows 8.1 Enterprise|Windows 8.1 Enterprise
Windows 8.1 Enterprise Update|Windows 8.1 Enterprise Update
Windows 8.1 Pro|Windows 8.1 Pro
Windows 8.1 Pro for Education|Windows 8.1 Pro for Education
Windows 8.1 Pro Update|Windows 8.1 Pro Update
Windows 8.1 Pro with Media Center|Windows 8.1 Pro Media Center-ով
Windows 8.1 Pro with Media Center Update|Windows 8.1 Pro Media Center Update-ով
Windows 8.1 Single Language|Windows 8.1 Single Language
Windows 8.1 Single Language Update|Windows 8.1 Single Language Update
Windows 8.1 Update|Windows 8.1 Update
Windows 8.1 with Bing|Windows 8.1 Bing-ով
Windows AC|Windows AC
Windows activation|Windows գործունացում
Windows Activation Client|Windows-ի ակտիվացման սպասառու
Windows Alarms & Clock|Windows Ազդանշաններ & Ժամացույց
Windows Anytime Upgrade|Windows-ի նորացում ցանկացած պահին
Windows Assessment Console|Windows Assessment Console
Windows Assistance Online|Windows-ի առցանց օգնություն
Windows Backup|Windows պահուստավուրում
Windows Basics|Windows՛ի հիմունքներ
Windows button|Windows կոճակ
Windows Calculator|Windows հաշվիչ
Windows Calendar|Windows օրացույց
Windows Call|Windows Կանչ
Windows Camera|Windows Խցիկ
Windows Certification Program|Windows Վկայագրման ծրագիր
Windows Communications Apps|Windows Հաղորդակցումների գործադիրներ
Windows Community|Windows համայնք
Windows Connect Now|Windows Connect Now
Windows Contacts|Windows-ի կապորդներ
Windows Defender|Windows Պաշտպանիչ
Windows Defender Advanced Security Center|Windows Պաշտպանիչի բարելավված անվտանգության կենտրոն
Windows Defender Advanced Threat Protection|Windows Պաշտպանիչի բարելավված պաշտպանություն սպառնալիքներից
Windows Defender Antivirus|Windows Պաշտպանիչի հակավիրուս
Windows Defender Application Guard|Windows Պաշտպանիչի գործադիրների պաշտպան
Windows Defender ATP|Windows Պաշտպանիչի ATP
Windows Defender Credential Guard|Windows Պաշտպանիչի Credential Guard
Windows Defender Device Control|Windows Պաշտպանիչի սարքերի հսկիչ
Windows Defender Device Guard|Windows Պաշտպանիչի Device Guard
Windows Defender Exploit Guard|Windows Պաշտպանիչի շահագործման պաշտպան
Windows Defender Firewall|Windows Պաշտպանիչի հրապատ
Windows Defender Hub|Windows Defender Hub
Windows Defender Offline|Windows Պաշտպանիչ անցանց
Windows Defender Security Center|Windows Պաշտպանիչի անվտանգության կենտրոն
Windows Defender SmartScreen|Windows Պաշտպանիչի SmartScreen
Windows Desktop Apps Certification Kit|Windows Գործադիրների վկայագրման սեղանի լրակազմ
Windows Developer Preview|Windows Մշակողի նախատեսք
Windows device|Windows սարք
Windows Diagnostics|Windows-ի ախտորոշում
Windows DVD Player|Windows DVD Նվագարկիչ
Windows Easy Transfer|Windows-ի պարզ փոխանցում
Windows Error Reporting|Windows-ի սխալների զեկուցում
Windows Essentials|Windows Հիմունքներ
Windows Essentials 2012|Windows Հիմունքներ 2012
Windows Explorer|Windows Հետախույզ
Windows Feedback|Windows Արձագանք
Windows Feedback Hub|Windows Արձագանքի կենտրոն
Windows Hardware Certification Kit|Windows Սարքաշարի վկայագրման լրակազմ
Windows HCK|Windows HCK
Windows Hello|Windows Hello
Windows Hello face|Windows Hello դեմք
Windows Hello fingerprint|Windows Hello մատնահետք
Windows Hello for Business|Windows Hello գործարարների համար
Windows Hello iris|Windows Hello ծիածան
Windows Holographic for Business|Windows Holographic for Business
Windows image|Windows-ի պատկեր
Windows Information Protection|Windows Information Protection / Windows տվյալների պաշտպանություն
Windows Ink|Windows Ink
Windows Ink toolbar|Windows Ink գործիքագոտի
Windows Ink Workspace|Windows Ink աշխատատարածք
Windows Insider Community Forum|Windows Ներսորդների համայնքի ֆորում
Windows Insider Preview|Windows Insider Preview
Windows Installation Compatibility Advisor|Windows Տեղադրման համատեղելիության խորհրդատու
Windows Installer|Windows-ի տեղադրիչ
Windows Internal Database|Windows Ներքին շտեմարան
Windows Live Alerts|Windows Live Զգուշացումներ
Windows Live Calendar|Windows Live օրացույց
Windows Live Call|Windows Live Կանչ
Windows Live Contacts|Windows Live կապորդներ
Windows Live Devices|Windows Live Սարքեր
Windows Live Essentials|Windows Live Հիմունքներ
Windows Live Events|Windows Live Դեպքեր
Windows Live Family Safety|Windows Live Ընտանեկան ապահովություն
Windows Live FrameIt|Windows Live Շրջանակիր
Windows Live Groups|Windows Live Խմբեր
Windows Live Home|Windows Live Սկիզբ
Windows Live Hotmail|Windows Live Hotmail
Windows Live Mail|Windows Live Փոստ
Windows Live Messenger|Windows Live Messenger
Windows Live Movie Maker|Windows Live Կինոարտադրող
Windows Live Photo Gallery|Windows Live Լուսանկարների սրահ
Windows Live Profile|Windows Live հատկագիր
Windows Live Sign-in Assistant|Windows Live Մուտքի օգնական
Windows Live Spaces|Windows Live տարածքներ
Windows Live Toolbar|Windows Live Գործիքագոտի
Windows Live Writer|Windows Live Գրող
Windows Location Provider|Windows Տեղորոշում տրամադրող
Windows Mail|Windows Փոստ
Windows Maps|Windows Քարտեզներ
Windows Messaging|Windows Ուղերձում
Windows Metafile Format|Windows անդրնիշքի ձևաչափ
Windows Mixed Reality|Windows Mixed Reality
Windows Mobility Center|Windows շարժունության կենտրոն
Windows MultiPoint Server Repair Service|Windows MultiPoint Server Նորոգման ծառայություն
Windows PC|Windows ԱՀ
Windows People|Windows Մարդիկ
